Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
157315,1.830799346,-0.281037838,-0.43133296,1.389430104,-0.116677903,0.456826687,-0.347292364,0.207444187,0.859458271,0.12169466,0.493219188,1.550286171,-0.014719977,-0.123614236,-1.852501112,-0.277273415,-0.271240299,-0.476972851,0.419855337,-0.179835832,-0.449046042,-1.119248763,0.441075582,0.627297543,-0.351347665,-1.15960975,0.045021752,-0.027601791,38.85,0
48533,1.243848449,0.524525773,-0.538883626,1.209195974,0.479537597,-0.197428734,0.04916626,0.037791632,0.128118591,-0.552902906,-0.668358831,-0.818803694,-0.883832091,-0.994580854,1.50684875,0.624003315,0.705794272,0.524181774,-0.731749846,-0.171540655,-0.051659886,-0.084089409,-0.192846389,-0.917391986,0.681952813,-0.194418574,0.045917145,0.040135998,1,1
73408,-2.869794946,1.335666962,-1.009530198,1.693884729,-0.741479895,-0.796772696,-2.614241877,1.066636468,-1.135496522,-3.943336821,2.572830216,-2.2886635,0.562084178,-5.33871421,-1.853251891,-2.619233054,-5.231425127,-1.234853737,0.397308037,0.01155721,0.528421373,0.228027081,-0.749297963,-0.067178963,0.215792485,-0.453651012,0.349191043,0.198862268,16.48,1
139402,-1.191600158,1.169689664,1.961678716,0.871632449,-0.151766945,0.676754126,-0.004455346,0.795022675,-0.852076999,-0.158285822,-1.813990985,-0.388618378,-0.376212406,-0.44114801,-1.969803781,0.92800098,-0.029721368,-1.072708145,-0.388695763,0.010292077,-0.495704087,-1.452366626,0.010717476,0.767000617,-0.06003692,1.938629198,-0.01633697,0.043833892,14.19,0
19762,-14.17916511,7.421369962,-21.40583574,11.92751187,-7.974280687,-2.202710277,-15.47161228,-0.35659491,-6.380124898,-13.34827765,10.18758732,-14.56397976,0.593759358,-14.49159835,-0.281392504,-8.264128844,-12.43980497,-4.837079026,0.753149848,1.002764342,-2.366836062,1.130955198,0.991153238,-1.033132107,-0.327179345,0.634692904,2.171904945,-1.395287684,1,1
48556,-0.376468361,0.843894069,0.815508363,-0.595890928,0.934192006,0.870794351,0.438337503,0.376125039,-0.415990789,-0.161784597,-0.165757536,-0.286419354,-0.597482416,0.42787511,0.616444643,0.645401621,-0.946604753,0.3594823,0.601495973,0.080357757,-0.271524277,-0.753519515,-0.20698363,-1.752578149,-0.094154421,0.193354448,0.27009863,0.088091553,3.87,0
142634,1.629166361,-0.10099382,-0.249397309,3.838201606,0.050339743,0.854588948,-0.246614629,0.181760775,-0.615316026,1.439286118,-0.064462202,0.715962804,0.452291403,-0.153118959,-1.894276579,1.019567506,-1.023411282,0.317929956,-1.206033447,-0.013599613,0.282500371,0.745102219,-0.064131698,-0.447610873,-0.033718357,0.125458792,-0.016918937,-0.033756017,122.3,0
122933,0.62301933,-2.505657757,-0.755476705,2.131987994,-1.344366226,0.523236776,0.083124542,0.065094112,1.309141907,-0.138086453,0.14173944,1.222140613,-0.439379447,-0.206927652,-1.941409971,-0.329058627,-0.15776037,0.545280835,-0.193518321,0.999120683,0.693519002,1.00652234,-0.609344335,0.095202426,-0.007391447,-0.376430045,-0.048817778,0.061627738,649,0
67705,1.260211468,-1.060606315,1.859033904,-0.041536066,-2.257449087,-0.185093505,-1.550307878,0.198463014,0.708468642,0.264061064,-0.72444387,-0.041242009,-0.306224242,-1.314456389,-1.3849758,0.415587972,1.098830369,-1.507998893,0.788013147,0.011485701,0.175654226,0.839793484,-0.028189385,0.994895423,0.398913935,-0.07888669,0.084112294,0.033389438,10.8,0
30852,-2.830984056,0.885657038,1.199930098,2.86129224,0.321668778,0.289966026,1.767760449,-2.451049662,0.069735807,3.245086401,0.675287853,-0.677096334,-0.222741128,-0.913786971,1.603331923,-1.024502092,0.022045207,-0.940684674,0.48475894,-1.016923144,0.54658934,0.334970737,0.172105676,0.623590288,-0.527114316,-0.079214654,-2.532445298,0.311176715,104.81,1
137625,-0.85112675,0.938966215,-0.577324717,0.682665383,1.538059238,0.1438404,1.347760168,-0.693850052,-0.567588661,1.019641091,0.566861387,0.316471898,0.315720106,0.373789862,0.543900463,-1.726959425,0.202957774,0.539895159,3.552271684,-0.094041065,0.147358793,0.947941409,-0.299978476,0.19573225,0.33902222,0.277468599,-0.709937045,-0.090328645,23.69,0
86151,-0.623458133,1.09535889,1.042919448,-0.160364099,0.127442753,-0.546771614,0.470343003,0.183214915,-0.234909368,0.010676942,0.985526656,-0.193919961,-1.234761179,-0.057724932,0.381521116,0.717837276,-0.29619646,0.612276531,0.304419864,0.179159735,-0.279493988,-0.771629631,-0.040343638,-0.093185147,-0.138630532,0.084383531,0.338509452,0.148686786,3.99,0
74930,1.069131616,-0.159789071,1.913486496,2.811710196,-0.690516722,1.942448987,-1.259827902,0.577276976,1.031453495,0.163541598,-1.982834255,0.930436494,1.217479276,-1.545197735,-1.724301949,0.006015054,-0.008466136,-0.40870257,-0.595086292,-0.115446003,0.046602196,0.7254049,-0.19956559,-0.678442323,0.552087562,0.328766495,0.118228593,0.029660004,0,0
37220,-1.400150455,0.257958824,2.107455009,-0.438995709,-0.549880466,1.227981237,-0.760330861,1.13242264,0.947753575,-1.048861091,-1.328505604,0.034898419,-1.396893803,-0.455206026,-2.116071212,0.62256882,-0.441474905,0.922888527,0.603574755,0.000721931,-0.05042252,-0.02833438,-0.400531853,-1.003815996,0.556615502,0.582619683,0.156084423,0.011134016,33,0
44676,1.386506665,-0.757067352,0.182618153,-0.998819869,-0.545457229,0.393149157,-0.907971801,0.129806732,-0.411256272,0.558679452,-1.345667274,-1.192962063,0.012161425,-0.267976789,1.386432932,1.531750895,-0.072235822,-1.194307209,0.602776756,0.121348954,0.030133337,-0.051572986,-0.101447328,-1.342760679,0.345569353,-0.218858988,0.032294881,0.012636967,39,0
48380,-2.790771039,-1.464268987,1.031165008,1.921356084,-0.09001382,-0.483871348,0.780731181,-0.348775796,0.609133452,0.225933803,-1.064534195,-0.787372738,-1.576469585,-0.126756362,0.367012282,-0.635321655,0.327006411,0.043816087,1.403573762,-1.376720779,-0.392667222,0.440019839,0.777659196,0.418551936,0.244563186,-0.159360689,0.060539534,0.356958363,208.58,1
8614,-2.169928976,3.639653999,-4.508497786,2.730668149,-2.122692871,-2.341016828,-4.235253083,1.703537658,-1.305279133,-6.716720023,6.353612319,-8.601648263,0.449930038,-7.506169374,-0.438081782,-3.694515998,-6.304753386,-1.267587128,0.35798703,0.500779054,0.645103276,-0.503529449,-0.000522822,0.071695779,0.092007433,0.308497932,0.552590915,0.298954479,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
36157,-0.314511359,1.35007147,1.746419835,3.18453284,0.733771423,-0.352376844,1.090308159,-0.421053705,-1.988448316,1.027910335,-0.262280325,-0.378997798,0.615500375,0.262092082,1.358643667,-0.786529043,0.303167136,-0.132010656,1.628011331,0.401667251,0.027130822,0.245357145,-0.347831284,0.41965449,0.343773343,0.426364581,-0.10137991,-0.137562727,11.78,0
54821,1.412534978,-1.006588521,0.442860042,-1.489836951,-1.221842722,-0.19901255,-1.005499238,-0.025555623,-2.26692369,1.529902639,1.616606418,0.445028332,1.430525894,-0.286039509,0.007010591,-0.543578814,0.476593575,-0.118945323,-0.323001763,-0.25952098,-0.116498426,0.081338282,0.029486008,0.036417025,0.315857911,-0.199046589,0.0471857,0.011672759,25,0
127185,-0.005706209,-0.254107949,1.293075484,-2.135563061,-0.752653468,-0.4161382,1.015310059,-0.943159127,2.231479201,-0.597100844,-0.332250677,0.744665305,1.200124018,-1.281085104,1.274153651,-0.561697737,-0.81506739,0.251032511,0.783563815,-0.009104754,0.033025669,0.962161436,-0.038162866,0.11667,-1.072330157,-0.484239762,-0.592548357,-0.539988135,134.57,0
36549,1.096299324,-0.271240418,0.562587343,-0.106573706,-0.459897727,0.090153059,-0.370496652,0.146321206,0.071919307,-0.079336961,1.471251443,1.125353659,0.555934517,0.212654487,0.81003428,0.522864264,-0.533342115,-0.316572828,-0.004631081,0.066845991,-0.098988035,-0.398178075,0.079699776,-0.248754837,-0.054077079,0.813691875,-0.057396695,0.008228207,58.61,0
64412,-1.348041644,2.522820676,-0.782432259,4.083046652,-0.66228033,-0.598775713,-1.943551851,-0.329578951,-1.853274226,-3.162135955,1.533193838,-4.635126948,-1.113572734,-6.435870738,-0.293191948,-2.849930795,-3.654258288,-1.183034137,0.831623853,0.348896285,1.079871408,-0.35202641,-0.218357653,0.125865684,-0.074180176,0.179115527,0.612579819,0.23420609,1,1
96775,2.021803054,-0.29603783,-1.284360854,0.189495617,0.264774442,-0.008091479,-0.252052379,-0.07974169,2.257105567,-0.399787801,1.093513056,-1.708748865,1.092025635,1.731155177,-1.750648133,-0.306357224,0.275444172,0.565350996,0.538403378,-0.234052834,-0.05106931,0.306519175,0.007369473,0.268900678,0.205377865,0.129936191,-0.06786658,-0.074948746,19,0
128035,1.617428446,-0.78995196,-0.101086088,1.275282789,-0.718230033,0.52891784,-0.775292491,0.325489068,0.998105817,0.257923831,0.640043025,0.668351877,-0.621331295,0.141030205,0.124341634,0.773906959,-0.93392664,0.809078175,-0.488337312,0.021006315,0.180912625,0.276094172,0.19891096,0.646062217,-0.444238435,-0.817290713,0.042152397,-0.000901853,144,0
7610,0.72564574,2.300894438,-5.329976183,4.007682805,-1.73041059,-1.732192568,-3.968592618,1.063728153,-0.486096552,-4.624984954,5.588723915,-7.148242636,1.680450741,-6.210257747,0.495282118,-3.599540209,-4.830324242,-0.64909012,2.250123249,0.504646226,0.589669127,0.109541319,0.601045277,-0.364700278,-1.843077692,0.351909298,0.594549978,0.099372236,1,1
149908,-1.108484714,0.385989101,-0.364198179,-0.433636039,1.28567242,-1.005560236,0.23118316,0.471984927,-0.694547479,-1.152671877,0.838513479,0.562945131,-0.389754746,-0.282225364,-0.940448577,0.554709362,0.399014316,0.397501475,0.152718059,0.028539045,-0.074929341,-0.660587523,0.07370696,0.669989998,-0.734282437,0.04723486,0.009919821,0.008291156,1.98,0
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
142132,2.115689484,-0.628392151,-1.277827268,-0.831984858,-0.460271056,-0.696340193,-0.645321115,-0.059614972,-0.465363306,0.377726807,1.157394902,0.008783553,0.027593796,-1.288100064,-0.494611967,1.693912493,0.867127312,-0.861178556,0.99990917,0.033862853,-0.297317462,-0.927760183,0.399164517,-0.583684015,-0.539140726,-0.668866159,0.002747246,-0.029139299,24.99,0
52556,1.151101935,0.562179245,-0.372031344,1.193500802,0.251734247,-0.46858612,0.071171197,0.090747317,-0.220014484,-0.530810352,1.890713499,0.186126003,-1.049391663,-0.935168145,0.738286991,0.54269819,0.97162376,0.748587516,-0.687261937,-0.175362739,0.001219829,0.031765261,-0.096230486,-0.139735214,0.558599802,-0.312005586,0.042117975,0.04198012,1,0
41313,-13.89720587,6.344280456,-14.28166644,5.581008997,-12.88713316,-3.146176367,-15.45046722,9.060281474,-5.486120777,-14.67647025,5.148351721,-10.74959199,1.585488968,-9.798012077,0.733276999,-12.6752689,-20.74066372,-8.153668026,5.22834179,-1.025227924,3.058081838,0.94118029,-0.232710298,0.763508019,0.075456239,-0.453839572,-1.508968257,-0.686835739,9.99,1
27119,-2.529889289,-2.316070145,0.027450103,3.227213885,1.685359356,0.603068391,0.89192926,0.314940042,-1.662590572,0.837536933,0.05083111,-0.347871967,-0.11201513,0.79580254,0.770005259,0.084358382,-0.362175616,0.740236567,1.139171757,1.934913408,0.5121148,0.049229146,1.4146516,-1.386496888,-0.069279681,0.242891542,0.15862088,0.287483987,526.19,0
12093,-4.696795224,2.693867479,-4.475132713,5.467684549,-1.556758075,-1.549420289,-4.104214873,0.553934075,-1.498468131,-4.594951763,5.275505851,-11.34902855,0.374549235,-8.138694884,0.548570894,-6.653594347,-10.24675541,-4.191066267,0.991486122,-0.158970549,0.573898081,-0.080162775,0.318407817,-0.245862203,0.338238432,0.032270621,-1.508457934,0.608074683,0,1
53727,-1.649278816,1.263973556,-1.050825674,2.237990639,-2.527889238,-0.889939993,-2.355253671,0.854658641,-1.281242617,-2.705011382,1.17447506,-4.381919567,-1.226665898,-2.953824253,1.994161194,-3.30425391,-5.585794366,-1.643704032,2.118633325,0.08740637,0.679176431,0.731907051,0.333045476,0.392505236,-0.274197298,0.802348668,0.390808553,0.112145531,112.45,1
106781,-3.51222929,2.858512639,-0.452305936,-0.773935351,0.604441214,-0.127416856,-0.131995797,-2.326324846,1.777627546,0.040543511,0.328148642,-2.351048651,1.805894108,0.308148223,-0.705677154,0.148484082,1.506036421,-0.042956135,-0.288762151,-0.504226508,1.712912168,-2.037123495,0.129769582,0.412129258,0.650645976,0.175489433,-0.982330486,-0.277860991,0.99,0
41138,-4.595617042,5.08369023,-7.581014617,7.546032795,-6.949164564,-1.72918493,-8.19019172,2.71466961,-7.083169331,-11.14127769,7.381859374,-14.4686551,0.299659909,-13.60221147,0.5161127,-13.56327296,-23.81563583,-9.170557219,3.66952344,1.682160306,2.248971226,0.566843572,0.033744053,0.591783408,0.334228765,0.386801106,2.163897767,0.983103834,340.11,1
72603,-1.347204201,1.801881188,0.441000964,-0.072721301,-0.306971493,-0.03316467,-0.961588051,-2.075591324,-0.919575327,-0.931334144,0.890869528,0.678549079,-0.497142029,0.518528774,0.150965426,0.969738984,-0.037309452,0.589955974,0.160533717,0.607297268,-1.435226218,-0.280539559,0.237496727,-0.082378488,-0.214613646,0.04975552,-0.056270485,0.053391134,1.98,0
162433,2.033689702,0.109295532,-1.826686514,0.351478978,0.315681812,-1.031720648,0.127422137,-0.196297888,0.440816171,-0.286140187,0.964859317,0.339256826,-0.610663072,-0.435734324,0.284330124,0.519432761,0.062779252,1.170544566,-0.019132012,-0.219227649,0.22048386,0.746937724,-0.066694683,-0.415479368,0.245713112,-0.099314905,-0.010648735,-0.045526772,4.89,0
47982,-1.232804128,2.244118745,-1.703825793,1.492535865,-1.19298517,-1.686110213,-1.864611505,0.856122314,-1.973535278,-3.942382904,2.40165068,-3.394265618,-0.145161725,-4.329795513,0.758760886,-3.199046476,-4.480183565,-2.485668784,-0.095807434,0.207889302,0.560475066,0.165681718,-0.013753517,0.47493518,-0.218725074,0.302809126,0.466030942,0.250133539,0.76,1
61271,-1.9949528,1.486806913,-0.531688721,-1.572763312,1.412253691,3.858389509,-0.581447534,1.075396354,-0.225686263,-0.852534678,-0.902355764,0.298389914,-0.214909908,0.438825122,-0.552289865,0.542525938,-0.308900786,-0.127902011,0.075659589,-0.14847479,0.437189357,-1.300163963,-0.0407666,0.996755029,0.656669443,0.258363446,0.186221873,0.015902529,71.88,0
51886,1.365514564,-0.59113697,0.747764611,-0.716022042,-1.161493098,-0.582858049,-0.791646187,-0.128468415,-0.625659511,0.557463665,-0.426409468,-0.203934876,1.238819953,-0.558509468,0.914408095,1.480003129,-0.062021205,-1.185574853,0.531821568,0.196291438,0.122584891,0.268466381,-0.030439172,0.066974256,0.338140303,-0.281377146,0.031646305,0.029308997,32.43,0
87607,2.11657608,-0.14907055,-1.620143896,-0.019488337,0.564930833,-0.11068501,0.039406472,-0.089724026,0.40343774,0.249784142,-0.297263227,0.57822152,0.035409883,0.426344851,-0.540352192,0.498708659,-1.025653842,0.09445481,0.95263005,-0.181783483,-0.329923837,-0.853303948,0.16131799,-1.391019313,-0.151952961,0.263973205,-0.077448124,-0.084469436,1.29,0
7535,0.026779226,4.132463897,-6.560599968,6.348556673,1.329665669,-2.513478848,-1.6891022,0.303252801,-3.139409057,-6.045467798,6.754625448,-8.948178579,0.702724998,-10.7338541,-1.379519857,-1.638960115,-1.746350136,0.776744098,-1.327356635,0.587743219,0.370508651,-0.576752473,-0.669605372,-0.75990753,1.60505555,0.540675396,0.737040382,0.496699108,1,1
73457,1.217124062,0.408112199,0.560616697,1.09954792,-0.313753939,-0.870445777,0.186906786,-0.231677157,-0.106502331,-0.052538891,-0.146654547,0.802719325,1.040724357,0.142154976,0.930509914,0.183961921,-0.537972118,-0.458190169,-0.297874174,-0.063922759,-0.214827438,-0.591100103,0.085146286,0.362749259,0.399802287,-0.634416127,0.029875549,0.032966689,9.99,0
128714,-0.912322363,0.863217796,-0.071673762,-1.263205769,0.926348268,-1.354455483,1.120711522,-0.25090096,-0.026399764,-1.057565731,1.033935883,0.044260669,-1.083600597,-0.686140654,-0.7418771,0.862715431,-0.327106873,1.020327936,-1.476696922,-0.474239807,0.29021784,0.725609782,-0.493876965,-0.014336105,0.480635117,-0.341823648,-0.385517048,0.049574259,33.99,0
56806,0.016827808,2.400825547,-4.220359821,3.462217464,-0.624142188,-1.294302586,-2.986028314,0.751882725,-1.606672299,-5.974925438,3.264922152,-5.095031624,0.307807541,-10.01810606,0.273282637,-3.562533517,-4.377105684,-1.792634943,0.080280773,0.590418383,0.285831618,-0.771508089,-0.265199774,-0.87307715,0.939776316,-0.219084743,0.874493632,0.470434222,1,1
28658,-28.52426759,15.87692299,-29.46873209,6.447591402,-20.78600004,-4.865613418,-19.50108408,18.74887195,-3.642989819,-7.939642419,4.184673689,-5.835075215,1.215959645,-5.330143782,-0.118631138,-5.367775276,-11.43175691,-4.696924444,0.692688412,1.706889062,1.805769784,-2.119376168,-1.317449622,0.16984563,2.051687335,-0.210502,1.301733965,0.380246181,99.99,1
55113,1.04481147,0.080821764,1.522083607,2.605887536,-0.960650468,0.24458576,-0.722565683,0.342490334,-0.068922623,0.758537248,0.783646779,0.064706051,-1.392322355,0.173725906,-0.422046591,0.98912019,-0.671299949,0.673030193,-0.846605522,-0.202560299,0.162498885,0.445211367,-0.030048829,0.520315213,0.284124718,0.079296727,0.023183822,0.025918901,17.5,0
71033,-3.170818415,0.185734555,-3.399851579,3.76115529,-2.148047028,-1.598944425,-2.519565318,1.316215011,-2.400106116,-4.993417038,4.447191766,-5.293760103,-1.419578299,-6.425276214,0.914083034,-3.515197166,-6.347453308,-0.903512166,1.191606268,1.932253725,1.092051134,-0.041080429,0.904395218,0.180015602,0.04997034,-0.257099838,0.859281566,0.225924186,426.4,1
4462,-2.303349568,1.75924746,-0.359744743,2.330243051,-0.821628328,-0.075787571,0.562319782,-0.399146578,-0.238253368,-1.525411627,2.032912158,-6.560124295,0.022937323,-1.470101536,-0.698826069,-2.282193829,-4.781830856,-2.615664945,-1.334441067,-0.430021867,-0.294166318,-0.932391057,0.172726296,-0.087329538,-0.156114265,-0.542627889,0.039565989,-0.153028797,239.93,1
64093,-6.133986948,2.941499449,-5.593985568,3.258845223,-5.315512219,-0.637327763,-4.476488045,1.695993587,-1.606743151,-5.11725921,3.97722224,-8.066096093,-0.760887592,-8.660770959,2.22023799,-6.237596542,-11.04638166,-4.155879368,1.763610874,-0.815086316,0.868339851,0.793736498,0.217346587,-0.021985065,0.145881914,0.665087661,-1.684186049,0.310195463,294.9,1
78791,0.256261042,0.540387816,0.680891668,0.503437241,-0.172733708,-0.852884922,1.278442035,-0.554819112,-0.584985355,0.169016831,-0.091198532,0.063428661,0.535601158,0.182846078,1.37020729,-0.699071026,0.199316664,-0.663305466,1.938954601,0.435935594,-0.233483746,-0.595789363,0.549660178,0.414808546,-1.679859255,0.60123913,-0.008177072,0.025662634,104.98,0
58822,-4.384220899,3.26466481,-3.077158017,3.403593597,-1.93807528,-1.221081278,-3.310316609,-1.11197501,-1.977593281,-3.288203565,2.886091477,-6.848977934,-1.029234591,-7.460102983,0.055906018,-4.334783427,-9.874560393,-3.541903329,-0.53155876,-0.141533269,2.076382721,-0.990302787,-0.330358452,0.158377626,0.006351446,-0.493860013,-1.537652378,-0.994022491,45.64,1
72824,-1.111495232,-0.257575207,2.250209635,1.152670903,0.432904474,1.254126028,-0.58416279,-0.609681605,1.014602463,0.334532824,0.826374844,0.1968869,-1.885993498,-0.472025637,-0.578141396,-1.243007101,0.570459827,-0.159056766,0.407187527,-0.510613592,0.86291279,0.927825035,-0.343058086,-0.25626823,-0.600742166,-0.180331288,0.026762226,-0.358335321,45.03,1
406,-2.312226542,1.951992011,-1.609850732,3.997905588,-0.522187865,-1.426545319,-2.537387306,1.391657248,-2.770089277,-2.772272145,3.202033207,-2.899907388,-0.595221881,-4.289253782,0.38972412,-1.14074718,-2.830055675,-0.016822468,0.416955705,0.126910559,0.517232371,-0.035049369,-0.465211076,0.320198199,0.044519167,0.177839798,0.261145003,-0.143275875,0,1
26863,-21.20911959,12.65219683,-23.55393294,6.17407791,-16.02665813,-4.422194594,-16.22944373,14.1160019,-3.922741449,-8.720244515,5.493886837,-7.740815864,0.38481423,-8.078240669,-0.014899604,-6.70128887,-13.15926686,-4.903031495,1.146275248,1.602438837,1.758440075,-1.522588162,-0.903860198,0.130166452,1.454856519,-0.223214403,1.55092845,0.461459567,99.99,1
138070,-0.304474827,-1.362426724,0.849333978,-1.861871733,-0.737968099,0.071651579,-0.670702478,0.206299941,-2.105442815,1.236258413,0.380832461,-1.199240043,-0.869297433,-0.077890873,-0.324436323,-0.682399625,0.633353978,0.955816184,0.998972003,0.07510902,0.104543587,0.377755579,0.359303061,0.648524374,-0.773175835,-0.125722574,0.169404612,0.207606242,117,0
152689,2.230417442,-1.630994673,-0.727260973,-1.617036509,-1.535531794,-0.365409253,-1.478229763,0.074499447,-0.991457917,1.766197856,0.117255778,-1.147551968,-1.425069572,0.008418165,-0.497769894,-0.121467681,0.23646907,0.749004804,0.130362122,-0.523998643,-0.123690032,0.041999924,0.228301446,-0.465604012,-0.350963993,-0.164926299,0.011876049,-0.060879338,24.4,0
45541,-1.519243531,2.308492454,-1.50359932,2.064100584,-1.000845058,-1.016897033,-2.05973052,-0.275166375,-1.562206097,-2.755796928,3.43824826,-3.52152936,-0.918761288,-4.452100249,0.499313754,-2.907903434,-5.248646395,-0.936814653,1.160120294,0.175018552,1.307871432,0.102825644,-0.017746283,0.149695926,-0.096602468,-0.369114568,-0.019244093,-0.208319092,1,1
45501,1.001991715,0.04793838,-0.349001552,1.493958437,0.186938875,0.190965634,-0.001112104,0.147140195,0.58041534,-0.792937991,-0.984171728,-0.567380065,-1.10559225,-1.381213542,0.405490421,0.279890165,1.13216021,0.092992976,-0.298920455,0.016003673,-0.334417439,-1.014314673,-0.128427316,-0.946241838,0.456090275,-0.453205972,0.046627092,0.064698354,105.99,1
41203,-8.426814465,6.241658913,-9.946469745,8.199613932,-8.213093368,-2.522046051,-11.64302827,5.339500098,-7.051015828,-12.26532384,7.04773274,-13.74295284,0.821627223,-14.10746426,1.02047094,-11.84788719,-21.67398671,-7.784042475,3.204309217,0.563869353,2.427460374,0.692666548,0.020305167,0.499809093,0.467593622,0.48316197,1.19567087,0.19829435,88.23,1
34687,-0.860826892,3.131789633,-5.052968134,5.420940709,-2.494141416,-1.811286628,-5.479117451,1.189471987,-3.908205793,-7.060746182,4.729974154,-8.629054408,1.178797963,-11.18206341,0.445243113,-6.532982278,-13.38925072,-4.480412567,0.432054207,1.08575952,1.19269354,0.090355811,-0.341880851,-0.215924151,1.053031946,0.271139003,1.373299577,0.691195096,19.02,1
45463,-1.476893436,2.122313792,-1.22946956,1.201848798,-0.343264388,-1.317703909,-1.528142159,-0.620953383,-1.213040323,-2.975267248,3.532219602,-3.68263987,-1.154777486,-5.165229227,-0.240091425,-2.404927288,-5.671738641,-0.994293951,-0.289935891,0.276893466,1.186035605,-0.04021487,-0.238930087,0.110144326,0.04541837,-0.569232317,0.481018702,-0.047555443,1,1
59777,-8.257110817,-4.81446074,-5.36530689,1.204229864,-3.347420097,-1.331601475,-1.967892799,1.295437817,-1.674415243,-3.426052253,0.14456269,-4.28352931,-0.240895042,-3.657490404,0.923104768,0.844221069,-3.948311852,-1.807515992,0.105878827,-1.233987257,0.436390207,-0.077552723,-3.091624356,-0.390200886,-0.288688941,-0.340004217,0.039819105,-1.00790031,319.2,1
65728,1.227614414,-0.668973794,-0.271784826,-0.589439742,-0.604795004,-0.350284967,-0.486364541,-0.010808629,-0.794944156,0.264544749,0.88126805,-0.324703761,-0.2632638,-1.112735439,-0.540849503,1.533411248,0.831442611,-0.473346677,1.190121264,0.27379921,-0.026054722,-0.295254768,-0.18045852,-0.436538663,0.494649059,-0.283738267,-0.001128279,0.035074501,98.01,1
55089,1.40117099,-0.798177093,-1.531757115,-1.6011395,1.596185996,3.207454302,-0.759627779,0.692587337,-0.941502945,0.667926477,-0.50390029,-0.18093599,0.158120323,0.158490677,0.142855093,-1.469236086,-0.187400426,1.040194147,-0.101025966,-0.310159722,-0.483199212,-1.00375821,-0.068499004,1.053405503,0.583293105,1.103701416,-0.071993074,-0.003280593,37.92,0
47996,-1.056747672,0.824780595,1.198836483,-0.746196031,-0.445443286,0.662849755,0.584832811,0.444917569,-0.235417193,-0.469174122,1.332455098,0.334338026,-0.893591722,0.422489845,0.374249684,0.2603322,-0.361967381,-0.235242975,-1.383954669,-0.363281485,0.346695168,1.012484445,-0.091711884,-0.260124286,-0.552009569,0.355558711,-0.378242453,-0.19959562,110.69,0
26833,-20.53275108,12.37398914,-23.00900291,6.144820978,-15.587296,-4.384490669,-15.93900269,13.69641612,-3.948454919,-8.789723363,5.612347108,-7.914422366,0.307819968,-8.328600888,-0.006979295,-6.824524172,-13.31607919,-4.921612087,1.188204208,1.592753931,1.754607609,-1.466115253,-0.856778636,0.125776576,1.40258699,-0.223754857,1.574248735,0.469200693,99.99,1
35953,-4.844371522,5.649438648,-6.730395746,5.252842019,-4.40956615,-1.740767456,-6.311698529,3.449167313,-5.416284359,-7.833555571,3.657349565,-7.781447953,1.507720427,-8.604758868,0.010592688,-6.553973257,-12.62439365,-4.989909738,1.645413893,0.28455509,1.194888356,-0.845752532,0.190673885,-0.216443253,-0.3250331,-0.270327593,0.210214052,0.391854886,111.7,1
24793,-0.418975775,1.741306028,0.235733065,0.881548793,0.687575455,-0.62257042,1.061386205,-0.436812779,1.358675758,0.904723523,0.918107711,-2.129764847,2.300817206,1.392077965,0.172031581,-1.061733214,0.692992604,-0.463434427,-0.271926272,0.479867698,-0.119351729,0.558946205,0.038550686,0.036985452,-0.656003256,-0.441978825,0.585308922,0.179296704,0.89,0
8878,-2.661802175,5.856393215,-7.653616213,6.379741881,-0.060712119,-3.131549732,-3.103569746,1.778491569,-3.831153716,-7.191604246,7.102988588,-9.928699943,-0.067498378,-10.92418687,-1.697913977,-2.379420985,-2.775113897,0.273798971,-1.382187564,0.39909686,0.73477495,-0.435901182,-0.384765904,-0.286015664,1.007933824,0.413195532,0.280284157,0.303936551,1,1
1316,-0.803339973,0.861137071,2.1904241,0.108699123,0.072672087,-0.406773993,0.402626375,0.060302694,-0.253230892,-0.628031203,0.017980495,0.587008268,0.734531093,-0.165149166,0.799402462,0.184763828,-0.510656668,-0.513686194,-1.469824886,-0.180574279,0.116479267,0.322396352,-0.049128945,0.382104276,-0.397966124,-0.701381227,0.053182959,0.145646214,4.99,0
